PREF,MUNI_CD,MUNI_NAME,SEQ,USE,TRUTH_LON,TRUTH_LAT,IN_MUNI,MUNI_DIST_KM,PAIR_PT,FIT_RES_M,INIT
23,23225,知立市,28,1,136.869458,34.974048,False,16.683,3062.6,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23228,岩倉市,29,1,136.869114,35.29405,True,0.0,18.3,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23229,豊明市,30,3,137.033997,35.074448,True,0.0,25.3,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23230,日進市,31,5,137.033189,35.154034,True,0.0,8.9,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23234,北名古屋市,32,5,136.854921,35.253631,True,0.0,54.8,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23235,弥富市,33,2,136.773489,35.103732,True,0.0,56.5,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23236,みよし市,34,5,137.076761,35.085744,True,0.0,14.6,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23237,あま市,35,5,136.786767,35.169368,True,0.0,53.3,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23238,長久手市,36,5,137.048209,35.169236,True,0.0,16.6,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23342,豊山町,37,1,136.916756,35.241793,True,0.0,29.9,26.0,縮尺固定 0.1766km/pt+アフィン+2次
23,23441,阿久比町,38,3,136.899207,34.936941,True,0.0,27.5,26.0,縮尺固定 0.1766km/pt+アフィン+2次
24,24201,津市,1,4,136.469949,34.755885,True,0.0,38.7,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24201,津市,2,3,136.509831,34.758607,True,0.0,11.0,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24201,津市,3,1,136.474728,34.69649,True,0.0,12.6,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24201,津市,4,3,136.507438,34.787504,True,0.0,12.6,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24202,四日市市,5,3,136.604226,35.019609,True,0.0,9.9,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24202,四日市市,6,3,136.559725,35.037023,True,0.0,21.3,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24204,松阪市,7,3,136.58503,34.523515,True,0.0,12.6,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24204,松阪市,8,4,136.481997,34.61381,True,0.0,38.7,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24204,松阪市,9,3,136.519901,34.618157,True,0.0,12.6,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24205,桑名市,10,5,136.631771,35.132301,True,0.0,12.6,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24205,桑名市,11,3,136.641847,35.04958,True,0.0,12.6,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24207,鈴鹿市,12,5,136.544273,34.887276,True,0.0,22.1,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24207,鈴鹿市,13,3,136.634721,34.885301,True,0.0,12.6,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24208,名張市,14,2,136.099021,34.626672,True,0.0,19.3,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24208,名張市,15,2,136.099031,34.627474,True,0.0,20.7,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24210,亀山市,16,3,136.486134,34.900825,True,0.0,27.0,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24214,いなべ市,17,3,136.570651,35.099425,True,0.0,33.7,28.0,縮尺固定 0.2468km/pt+アフィン+2次
24,24216,伊賀市,18,2,136.132782,34.754668,True,0.0,12.9,28.0,縮尺固定 0.2468km/pt+アフィン+2次
25,25201,大津市,1,5,135.861589,35.00777,True,0.0,14.5,23.0,縮尺固定 0.1587km/pt+2次
25,25203,長浜市,2,3,136.255244,35.427536,True,0.0,22.6,23.0,縮尺固定 0.1587km/pt+2次
25,25203,長浜市,3,3,136.253992,35.428064,True,0.0,67.4,23.0,縮尺固定 0.1587km/pt+2次
25,25203,長浜市,4,5,136.124686,35.503571,True,0.0,14.4,23.0,縮尺固定 0.1587km/pt+2次
25,25203,長浜市,5,5,136.291556,35.374577,True,0.0,14.4,23.0,縮尺固定 0.1587km/pt+2次
25,25204,近江八幡市,6,1,136.116331,35.125292,True,0.0,25.0,23.0,縮尺固定 0.1587km/pt+2次
25,25204,近江八幡市,7,5,136.074661,35.153504,True,0.0,55.1,23.0,縮尺固定 0.1587km/pt+2次
25,25209,甲賀市,8,3,136.208986,34.897612,True,0.0,14.4,23.0,縮尺固定 0.1587km/pt+2次
25,25209,甲賀市,9,5,136.168649,34.965526,True,0.0,14.4,23.0,縮尺固定 0.1587km/pt+2次
25,25209,甲賀市,10,5,136.174834,35.004126,True,0.0,14.4,23.0,縮尺固定 0.1587km/pt+2次
25,25209,甲賀市,11,5,136.174174,34.957742,True,0.0,10.4,23.0,縮尺固定 0.1587km/pt+2次
25,25212,高島市,12,5,136.053015,35.469685,True,0.0,14.4,23.0,縮尺固定 0.1587km/pt+2次
25,25213,東近江市,13,4,136.192504,35.14261,True,0.0,14.4,23.0,縮尺固定 0.1587km/pt+2次
25,25213,東近江市,14,4,136.205121,35.104343,True,0.0,14.4,23.0,縮尺固定 0.1587km/pt+2次
25,25292,,15,5,136.268905,35.253688,,,14.4,23.0,縮尺固定 0.1587km/pt+2次
26,26102,京都市,1,5,135.747056,35.023338,True,0.0,59.1,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26103,京都市,2,5,135.764827,35.047971,True,0.0,21.2,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26104,京都市,3,5,135.770353,35.012883,True,0.0,11.7,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26107,京都市,4,3,135.728311,34.981524,True,0.0,7.2,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26107,京都市,5,5,135.714816,34.965795,True,0.0,56.8,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26107,京都市,6,4,135.722236,34.954754,True,0.0,58.7,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26108,京都市,7,5,135.645907,35.124266,True,0.0,8.0,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26108,京都市,8,5,135.680147,35.014795,True,0.0,43.6,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26109,京都市,9,5,135.720113,34.901841,True,0.0,37.0,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26110,京都市,10,5,135.799912,34.95908,True,0.0,6.6,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26111,京都市,11,5,135.707488,34.987833,True,0.0,47.9,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26204,宇治市,12,5,135.805229,34.904058,True,0.0,13.3,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26204,宇治市,13,5,135.806135,34.911613,True,0.0,17.2,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26204,宇治市,14,5,135.762385,34.871341,True,0.0,15.1,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26209,長岡京市,15,4,135.690983,34.910258,True,0.0,52.2,27.0,縮尺固定 0.2115km/pt+アフィン+2次
26,26211,京田辺市,16,4,135.760358,34.831487,True,0.0,50.4,27.0,縮尺固定 0.2115km/pt+アフィン+2次
27,27111,大阪市,1,5,135.498101,34.663065,True,0.0,12.9,20.0,縮尺固定 0.1410km/pt+2次
27,27142,堺市,2,4,135.507896,34.542498,True,0.0,29.8,20.0,縮尺固定 0.1410km/pt+2次
27,27142,堺市,3,3,135.500526,34.514573,True,0.0,9.5,20.0,縮尺固定 0.1410km/pt+2次
27,27143,堺市,4,5,135.523342,34.533267,True,0.0,9.3,20.0,縮尺固定 0.1410km/pt+2次
27,27202,岸和田市,5,3,135.374189,34.488447,True,0.0,12.6,20.0,縮尺固定 0.1410km/pt+2次
27,27203,豊中市,6,2,135.456581,34.777792,True,0.0,12.6,20.0,縮尺固定 0.1410km/pt+2次
27,27203,豊中市,7,5,135.462604,34.762188,True,0.0,9.5,20.0,縮尺固定 0.1410km/pt+2次
27,27207,高槻市,8,5,135.657761,34.865312,True,0.0,12.6,20.0,縮尺固定 0.1410km/pt+2次
27,27207,高槻市,9,3,135.600573,34.798704,True,0.0,12.6,20.0,縮尺固定 0.1410km/pt+2次
27,27210,枚方市,10,3,135.679608,34.817536,True,0.0,12.6,20.0,縮尺固定 0.1410km/pt+2次
27,27212,八尾市,11,6,135.594179,34.604892,True,0.0,12.6,20.0,縮尺固定 0.1410km/pt+2次
27,27212,八尾市,12,5,135.626606,34.642307,True,0.0,12.6,20.0,縮尺固定 0.1410km/pt+2次
27,27215,寝屋川市,13,2,135.519849,34.770664,False,7.463,3013.0,20.0,縮尺固定 0.1410km/pt+2次
27,27217,松原市,14,5,135.549537,34.558815,True,0.0,7.7,20.0,縮尺固定 0.1410km/pt+2次
27,27217,松原市,15,3,135.580202,34.587544,True,0.0,52.6,20.0,縮尺固定 0.1410km/pt+2次
27,27218,大東市,16,4,135.642726,34.718754,True,0.0,12.6,20.0,縮尺固定 0.1410km/pt+2次
27,27227,東大阪市,17,4,135.598046,34.679571,True,0.0,9.4,20.0,縮尺固定 0.1410km/pt+2次
27,27227,東大阪市,18,5,135.614792,34.693693,True,0.0,11.9,20.0,縮尺固定 0.1410km/pt+2次
29,29201,奈良市,1,5,135.786628,34.720263,True,0.0,13.7,22.0,縮尺固定 0.1588km/pt+2次
29,29201,奈良市,2,1,135.738285,34.690664,True,0.0,12.6,22.0,縮尺固定 0.1588km/pt+2次
29,29201,奈良市,3,5,135.731628,34.713386,True,0.0,25.4,22.0,縮尺固定 0.1588km/pt+2次
29,29203,大和郡山市,4,4,135.773427,34.645597,True,0.0,13.7,22.0,縮尺固定 0.1588km/pt+2次
29,29203,大和郡山市,5,5,135.784539,34.63367,True,0.0,9.7,22.0,縮尺固定 0.1588km/pt+2次
29,29204,天理市,6,3,135.827974,34.611732,True,0.0,9.8,22.0,縮尺固定 0.1588km/pt+2次
29,29205,橿原市,7,5,135.768955,34.501794,True,0.0,46.6,22.0,縮尺固定 0.1588km/pt+2次
29,29205,橿原市,8,5,135.783301,34.504281,True,0.0,14.5,22.0,縮尺固定 0.1588km/pt+2次
29,29344,斑鳩町,9,1,135.73429,34.594286,True,0.0,16.7,22.0,縮尺固定 0.1588km/pt+2次
29,29362,三宅町,10,5,135.772742,34.573429,True,0.0,58.3,22.0,縮尺固定 0.1588km/pt+2次
29,29363,田原本町,11,5,135.77706,34.568762,True,0.0,12.9,22.0,縮尺固定 0.1588km/pt+2次
29,29363,田原本町,12,2,135.76821,34.555414,True,0.0,9.5,22.0,縮尺固定 0.1588km/pt+2次
29,29401,高取町,13,5,135.794603,34.449045,True,0.0,13.7,22.0,縮尺固定 0.1588km/pt+2次
30,30362,広川町,1,5,135.194258,33.971669,True,0.0,13.7,21.0,縮尺固定 0.1764km/pt+アフィン+2次
30,30366,有田川町,2,1,135.19656,34.070198,True,0.0,13.8,21.0,縮尺固定 0.1764km/pt+アフィン+2次
30,30401,白浜町,3,2,135.403942,33.666384,True,0.0,9.7,21.0,縮尺固定 0.1764km/pt+アフィン+2次
30,30404,上富田町,4,5,135.428739,33.691503,True,0.0,13.7,21.0,縮尺固定 0.1764km/pt+アフィン+2次
31,31202,米子市,1,3,133.388883,35.436187,True,0.0,14.1,25.0,縮尺固定 0.1940km/pt+アフィン+2次
32,32201,松江市,1,1,133.086544,35.44704,True,0.0,14.1,36.0,縮尺固定 0.3356km/pt+アフィン+2次
32,32201,松江市,2,1,133.104301,35.426648,True,0.0,9.6,36.0,縮尺固定 0.3356km/pt+アフィン+2次
34,34107,広島市,1,3,132.541757,34.34839,True,0.0,9.4,29.0,縮尺固定 0.2292km/pt+アフィン+2次
34,34108,広島市,2,5,132.396866,34.419812,True,0.0,13.7,29.0,縮尺固定 0.2292km/pt+アフィン+2次
34,34214,安芸高田市,3,5,132.602994,34.623494,True,0.0,13.7,29.0,縮尺固定 0.2292km/pt+アフィン+2次
34,34304,海田町,4,3,132.553341,34.382115,True,0.0,13.7,29.0,縮尺固定 0.2292km/pt+アフィン+2次
34,34304,海田町,5,4,132.540361,34.365481,True,0.0,52.1,29.0,縮尺固定 0.2292km/pt+アフィン+2次
34,34368,安芸太田町,6,1,132.276559,34.556356,True,0.0,13.7,29.0,縮尺固定 0.2292km/pt+アフィン+2次
34,34369,北広島町,7,5,132.461316,34.634021,True,0.0,14.1,29.0,縮尺固定 0.2292km/pt+アフィン+2次
34,34369,北広島町,8,5,132.47537,34.763805,True,0.0,14.1,29.0,縮尺固定 0.2292km/pt+アフィン+2次
34,34462,世羅町,9,1,133.041644,34.577739,True,0.0,14.1,29.0,縮尺固定 0.2292km/pt+アフィン+2次
35,35203,山口市,1,5,131.39723,34.090869,True,0.0,14.1,29.0,縮尺固定 0.2469km/pt+アフィン+2次
35,35204,萩市,2,5,131.357548,34.39541,True,0.0,8.7,29.0,縮尺固定 0.2469km/pt+アフィン+2次
35,35204,萩市,3,5,131.355683,34.397851,True,0.0,51.6,29.0,縮尺固定 0.2469km/pt+アフィン+2次
35,35216,山陽小野田市,4,2,131.167043,34.055875,True,0.0,14.1,29.0,縮尺固定 0.2469km/pt+アフィン+2次
36,36201,徳島市,1,1,134.472052,34.068041,True,0.0,30.5,22.0,最大ポリゴン+アフィン+2次
36,36201,徳島市,2,4,134.543583,34.074058,True,0.0,40.0,22.0,最大ポリゴン+アフィン+2次
36,36201,徳島市,3,5,134.533203,34.084327,True,0.0,57.2,22.0,最大ポリゴン+アフィン+2次
36,36201,徳島市,4,1,134.518046,34.087132,True,0.0,71.1,22.0,最大ポリゴン+アフィン+2次
36,36203,小松島市,5,1,134.06402,34.003178,False,53.635,3010.7,22.0,最大ポリゴン+アフィン+2次
36,36205,吉野川市,6,1,134.350836,34.082345,True,0.0,67.0,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,7,5,134.40802,34.073473,True,0.0,69.1,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,8,5,134.402463,34.080891,True,0.0,66.9,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,9,5,134.418272,34.083831,True,0.0,76.4,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,10,5,134.422381,34.086714,True,0.0,88.8,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,11,5,134.422346,34.091868,True,0.0,97.3,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,12,5,134.445213,34.068494,True,0.0,65.9,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,13,5,134.462324,34.082888,True,0.0,93.5,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,14,5,134.406692,34.066594,True,0.0,68.4,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,15,5,134.430744,34.071291,True,0.0,52.9,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,16,5,134.44436,34.093689,True,0.0,31.0,22.0,最大ポリゴン+アフィン+2次
36,36341,石井町,17,5,134.434823,34.078755,True,0.0,60.6,22.0,最大ポリゴン+アフィン+2次
37,37201,高松市,1,1,134.104536,34.342376,True,0.0,14.4,19.0,縮尺固定 0.1411km/pt+アフィン+2次
37,37201,高松市,2,3,133.967907,34.268458,True,0.0,14.4,19.0,縮尺固定 0.1411km/pt+アフィン+2次
37,37201,高松市,3,2,134.047711,34.336449,True,0.0,25.6,19.0,縮尺固定 0.1411km/pt+アフィン+2次
37,37201,高松市,4,2,134.037401,34.320334,True,0.0,9.8,19.0,縮尺固定 0.1411km/pt+アフィン+2次
37,37202,丸亀市,5,3,133.796974,34.298058,True,0.0,14.4,19.0,縮尺固定 0.1411km/pt+アフィン+2次
37,37202,丸亀市,6,5,133.860071,34.2446,True,0.0,24.7,19.0,縮尺固定 0.1411km/pt+アフィン+2次
37,37202,丸亀市,7,5,133.860071,34.2446,True,0.0,38.1,19.0,縮尺固定 0.1411km/pt+アフィン+2次
37,37206,さぬき市,8,2,134.215153,34.267539,True,0.0,14.4,19.0,縮尺固定 0.1411km/pt+アフィン+2次
37,37364,直島町,9,5,133.988759,34.463332,True,0.0,14.4,19.0,縮尺固定 0.1411km/pt+アフィン+2次
39,39201,高知市,1,1,133.562925,33.579931,True,0.0,14.1,29.0,縮尺固定 0.2647km/pt+アフィン+2次
39,39202,室戸市,2,1,134.092404,33.397695,True,0.0,14.1,29.0,縮尺固定 0.2647km/pt+アフィン+2次
39,39405,檮原町,3,1,132.939396,33.388181,True,0.0,13.7,29.0,縮尺固定 0.2647km/pt+アフィン+2次
39,39428,黒潮町,4,1,133.151731,33.128697,True,0.0,13.7,29.0,縮尺固定 0.2647km/pt+アフィン+2次
40,40202,大牟田市,1,1,130.513055,33.01142,True,0.0,10.2,28.0,最大ポリゴン+アフィン+2次
40,40202,大牟田市,2,1,130.492743,33.016477,True,0.0,46.6,28.0,最大ポリゴン+アフィン+2次
43,43105,熊本市,1,4,130.681094,32.872522,True,0.0,14.1,32.0,ラベル重心+アフィン+2次
43,43105,熊本市,2,4,130.672871,32.868336,True,0.0,16.2,32.0,ラベル重心+アフィン+2次
43,43204,荒尾市,3,1,130.456252,32.944098,True,0.0,14.1,32.0,ラベル重心+アフィン+2次
43,43206,玉名市,4,4,130.573277,32.878226,True,0.0,25.4,32.0,ラベル重心+アフィン+2次
43,43210,菊池市,5,1,130.950635,33.048179,True,0.0,13.7,32.0,ラベル重心+アフィン+2次
43,43348,美里町,6,4,130.797601,32.640626,True,0.0,14.4,32.0,ラベル重心+アフィン+2次
43,43348,美里町,7,1,130.785282,32.633928,True,0.0,52.5,32.0,ラベル重心+アフィン+2次
43,43368,長洲町,8,4,130.462236,32.936294,True,0.0,45.2,32.0,ラベル重心+アフィン+2次
43,43442,嘉島町,9,5,130.757141,32.7529,True,0.0,13.7,32.0,ラベル重心+アフィン+2次
43,43443,益城町,10,4,130.815737,32.633491,False,10.849,3009.8,32.0,ラベル重心+アフィン+2次
43,43447,山都町,11,1,131.03874,32.705678,True,0.0,14.1,32.0,ラベル重心+アフィン+2次
43,43514,あさぎり町,12,1,130.896341,32.215575,True,0.0,8.2,32.0,ラベル重心+アフィン+2次
43,43514,あさぎり町,13,1,130.877583,32.237336,True,0.0,52.9,32.0,ラベル重心+アフィン+2次
43,43531,苓北町,14,1,130.091378,32.5259,True,0.0,13.7,32.0,ラベル重心+アフィン+2次
