PREF,MUNI_CD,MUNI_NAME,SEQ,ADR,USE_PDF,USE_SRC,GC_LEVEL,GC_METHOD,GC_LAT,GC_LON,TRUTH_LAT,TRUTH_LON,IN_MUNI,ERROR_KM
23,23238,長久手市,36,菅池,5,5,town,A_normalize,35.172192,137.051898,35.169236,137.048209,True,0.47
23,23342,豊山町,37,豊場下戸,1,1,city,A_city_fallback,35.250462,136.911977,35.241793,136.916756,True,1.057
23,23441,阿久比町,38,大字卯坂字梅ヶ丘,3,3,city,A_city_fallback,34.932569,136.915512,34.936941,136.899207,True,1.564
24,24201,津市,1,安濃町太田地内,4,4,town,A_normalize,34.758641,136.474037,34.755885,136.469949,True,0.483
24,24201,津市,2,一身田町,3,3,town,A_normalize,34.762043,136.506841,34.758607,136.509831,True,0.47
24,24201,津市,3,神戸地内,1,1,town,A_normalize,34.705827,136.474019,34.69649,136.474728,True,1.04
24,24201,津市,4,あのつ台地内,3,3,oaza,A_oaza_exact,34.789877,136.498049,34.787504,136.507438,True,0.897
24,24202,四日市市,5,山之一色町字穴田509番,3,3,town,A_normalize,35.012655,136.600898,35.019609,136.604226,True,0.831
24,24202,四日市市,6,中野町字乳母ケ懐,3,3,town,A_normalize,35.043992,136.560243,35.037023,136.559725,True,0.776
24,24204,松阪市,7,伊勢場町,3,3,town,A_normalize,34.529170,136.590589,34.523515,136.58503,True,0.809
24,24204,松阪市,8,嬉野算所地内,4,4,town,A_normalize,34.615714,136.479660,34.61381,136.481997,True,0.301
24,24204,松阪市,9,中道町,3,3,town,A_normalize,34.619693,136.516520,34.618157,136.519901,True,0.353
24,24205,桑名市,10,多度町多度地内,5,5,town,A_normalize,35.147652,136.614122,35.132301,136.631771,True,2.343
24,24205,桑名市,11,能部,3,3,town,A_normalize,35.051716,136.636818,35.04958,136.641847,True,0.516
24,24207,鈴鹿市,12,上野町,5,5,town,A_normalize,34.894706,136.550146,34.887276,136.544273,True,0.985
24,24207,鈴鹿市,13,太栄町5丁目5番1号,3,3,city,A_city_fallback,34.881866,136.584185,34.885301,136.634721,True,4.625
24,24208,名張市,14,希央台地内,2,2,oaza,A_oaza_prefix,34.624328,136.101293,34.626672,136.099021,True,0.333
24,24208,名張市,15,希央台地内,2,2,oaza,A_oaza_prefix,34.624328,136.101293,34.627474,136.099031,True,0.406
24,24210,亀山市,16,能褒野町能褒野,3,3,town,A_normalize,34.894870,136.486186,34.900825,136.486134,True,0.662
24,24214,いなべ市,17,員弁町大泉新田,3,3,town,A_normalize,35.106259,136.567910,35.099425,136.570651,True,0.8
24,24216,伊賀市,18,久米町地内,2,2,town,A_normalize,34.754622,136.140668,34.754668,136.132782,True,0.72
25,25201,大津市,1,長等,5,5,oaza,A_oaza_exact,35.009043,135.859848,35.00777,135.861589,True,0.213
25,25203,長浜市,2,月ヶ瀬町,3,3,town,A_normalize,35.426080,136.250991,35.427536,136.255244,True,0.418
25,25203,長浜市,3,月ヶ瀬町,3,3,town,A_normalize,35.426080,136.250991,35.428064,136.253992,True,0.35
25,25203,長浜市,4,西浅井町大浦,5,5,town,A_normalize,35.482370,136.106608,35.503571,136.124686,True,2.87
25,25203,長浜市,5,大辰巳町字樋口,5,5,town,A_normalize,35.373312,136.292049,35.374577,136.291556,True,0.148
25,25204,近江八幡市,6,金剛寺町,1,1,town,A_normalize,35.124866,136.117268,35.125292,136.116331,True,0.097
25,25204,近江八幡市,7,津田町,5,5,town,A_normalize,35.155642,136.072785,35.153504,136.074661,True,0.293
25,25209,甲賀市,8,甲賀町滝,3,3,town,A_normalize,34.891894,136.207368,34.897612,136.208986,True,0.653
25,25209,甲賀市,9,水口町,5,5,oaza,A_oaza_prefix,34.970168,136.163426,34.965526,136.168649,True,0.702
25,25209,甲賀市,10,水口町山,5,5,town,A_normalize,35.002056,136.175901,35.004126,136.174834,True,0.25
25,25209,甲賀市,11,水口町水口,5,5,town,A_normalize,34.980461,136.192891,34.957742,136.174174,True,3.048
25,25212,高島市,12,マキノ工業団地内,5,5,oaza,A_oaza_prefix,35.475670,136.050221,35.469685,136.053015,True,0.712
25,25213,東近江市,13,五個荘木流町,4,4,town,A_normalize,35.143098,136.194146,35.14261,136.192504,True,0.159
25,25213,東近江市,14,春日町,4,4,town,A_normalize,35.105279,136.204535,35.104343,136.205121,True,0.117
25,25292,,15,地蔵町,5,5,town,B_town_exact,35.253765,136.268826,35.253688,136.268905,,0.011
26,26102,京都市,1,南伊勢屋町,5,5,town,A_normalize,35.017404,135.747689,35.023338,135.747056,True,0.662
26,26103,京都市,2,下鴨半木町,5,5,town,A_normalize,35.048354,135.764241,35.047971,135.764827,True,0.068
26,26104,京都市,3,寺町御池下ル,5,5,city,A_city_fallback,35.010404,135.751433,35.012883,135.770353,True,1.745
26,26107,京都市,4,吉祥院猪之馬場町,3,3,city,A_city_fallback,34.976756,135.746418,34.981524,135.728311,True,1.733
26,26107,京都市,5,久世上久世町,5,5,town,A_normalize,34.965612,135.715420,34.965795,135.714816,True,0.059
26,26107,京都市,6,久世築山町,4,4,town,A_normalize,34.954688,135.726060,34.954754,135.722236,True,0.349
26,26108,京都市,7,京北細野町,5,5,town,A_normalize,35.109741,135.628029,35.124266,135.645907,True,2.292
26,26108,京都市,8,嵯峨天龍寺造路町,5,5,town,A_normalize,35.014632,135.679115,35.014795,135.680147,True,0.096
26,26109,京都市,9,淀新町,5,5,town,A_normalize,34.900952,135.719130,34.901841,135.720113,True,0.133
26,26110,京都市,10,勧修寺小松原町,5,5,town,A_normalize,34.959897,135.799175,34.95908,135.799912,True,0.113
26,26111,京都市,11,桂清水町,5,5,town,A_normalize,34.986620,135.709774,34.987833,135.707488,True,0.248
26,26204,宇治市,12,五ヶ庄日皆田,5,4,city,A_city_fallback,34.884400,135.799780,34.904058,135.805229,True,2.242
26,26204,宇治市,13,三番割,5,5,city,A_city_fallback,34.884400,135.799780,34.911613,135.806135,True,3.081
26,26204,宇治市,14,大久保町旦椋,5,5,town,A_normalize,34.870936,135.768719,34.871341,135.762385,True,0.58
26,26209,長岡京市,15,調子,4,4,oaza,A_oaza_exact,34.910964,135.692833,34.910258,135.690983,True,0.186
26,26211,京田辺市,16,薪地内,4,4,town,A_normalize,34.823944,135.759722,34.831487,135.760358,True,0.841
27,27111,大阪市,1,元町1丁目,5,5,town,A_normalize,34.665038,135.496913,34.663065,135.498101,True,0.245
27,27142,堺市,2,学園町,4,4,town,A_normalize,34.545247,135.506457,34.542498,135.507896,True,0.333
27,27142,堺市,3,楢葉,3,3,town,A_normalize,34.514569,135.501730,34.514573,135.500526,True,0.11
27,27143,堺市,4,大美野,5,5,town,A_normalize,34.528613,135.529310,34.533267,135.523342,True,0.753
27,27202,岸和田市,5,木材町,3,3,town,A_normalize,34.490833,135.381090,34.488447,135.374189,True,0.686
27,27203,豊中市,6,勝部,2,2,oaza,A_oaza_exact,34.776273,135.455314,34.777792,135.456581,True,0.205
27,27203,豊中市,7,服部西町5丁目,5,5,town,A_normalize,34.761510,135.463630,34.762188,135.462604,True,0.12
27,27207,高槻市,8,梶原中村町,5,5,town,A_normalize,34.864343,135.657286,34.865312,135.657761,True,0.116
27,27207,高槻市,9,西面南,3,3,oaza,A_oaza_exact,34.801103,135.600726,34.798704,135.600573,True,0.267
27,27210,枚方市,10,中宮大地3丁目地内,3,3,city,A_city_fallback,34.814465,135.650642,34.817536,135.679608,True,2.666
27,27212,八尾市,11,南木の本,6,6,oaza,A_oaza_exact,34.601993,135.590662,34.604892,135.594179,True,0.456
27,27212,八尾市,12,福栄町1丁目,5,5,town,A_normalize,34.642003,135.625941,34.642307,135.626606,True,0.07
27,27215,寝屋川市,13,朝日が丘,2,2,city,A_city_fallback,34.766079,135.628008,34.770664,135.519849,False,9.893
27,27217,松原市,14,岡7丁目,5,5,town,A_normalize,34.562011,135.549376,34.558815,135.549537,True,0.356
27,27217,松原市,15,小川,3,3,oaza,A_oaza_exact,34.585047,135.578997,34.587544,135.580202,True,0.299
27,27218,大東市,16,野崎2丁目,4,4,town,A_normalize,34.718371,135.643915,34.718754,135.642726,True,0.117
27,27227,東大阪市,17,荒本北,4,4,oaza,A_oaza_exact,34.681589,135.599032,34.679571,135.598046,True,0.242
27,27227,東大阪市,18,東鴻池,5,5,oaza,A_oaza_prefix,34.693570,135.612829,34.693693,135.614792,True,0.18
29,29201,奈良市,1,右京5丁目,5,5,town,A_normalize,34.723376,135.786696,34.720263,135.786628,True,0.346
29,29201,奈良市,2,三碓1丁目,1,1,town,A_normalize,34.691524,135.737740,34.690664,135.738285,True,0.108
29,29201,奈良市,3,二名平野,5,5,town,A_normalize,34.720326,135.740523,34.713386,135.731628,True,1.121
29,29204,天理市,6,小田中町,3,3,town,A_normalize,34.610092,135.826051,34.611732,135.827974,True,0.253
29,29205,橿原市,7,雲梯町,5,5,town,A_normalize,34.500449,135.768775,34.501794,135.768955,True,0.15
29,29205,橿原市,8,四条町,5,5,town,A_normalize,34.501807,135.787686,34.504281,135.783301,True,0.487
29,29344,斑鳩町,9,目安2丁目,1,1,town,A_normalize,34.593816,135.736308,34.594286,135.73429,True,0.192
29,29362,三宅町,10,大字伴堂,5,5,town,A_normalize,34.573684,135.772535,34.573429,135.772742,True,0.034
29,29363,田原本町,11,黒田,5,5,town,A_normalize,34.566961,135.776100,34.568762,135.77706,True,0.219
29,29363,田原本町,12,大字金剛寺,2,2,town,A_normalize,34.554654,135.765819,34.555414,135.76821,True,0.235
29,29401,高取町,13,大字壺阪,5,5,town,A_normalize,34.425461,135.808271,34.449045,135.794603,True,2.907
30,30362,広川町,1,大字上津木字夏明,5,5,town,A_normalize,33.966058,135.200968,33.971669,135.194258,True,0.879
30,30366,有田川町,2,上中島,1,1,town,A_normalize,34.070981,135.205428,34.070198,135.19656,True,0.821
30,30401,白浜町,3,平,2,2,town,A_normalize,33.671424,135.400076,33.666384,135.403942,True,0.665
30,30404,上富田町,4,生馬,5,5,town,A_normalize,33.685995,135.459139,33.691503,135.428739,True,2.879
31,31202,米子市,1,二本木,3,3,town,A_normalize,35.441246,133.388991,35.436187,133.388883,True,0.563
32,32201,松江市,1,山代町,1,1,town,A_normalize,35.437132,133.093876,35.44704,133.086544,True,1.286
32,32201,松江市,2,大草町,1,1,town,A_normalize,35.425953,133.100119,35.426648,133.104301,True,0.387
34,34107,広島市,1,矢野東,3,3,town,A_normalize,34.327875,132.549557,34.34839,132.541757,True,2.391
34,34108,広島市,2,五日市町石内,5,5,town,A_normalize,34.425340,132.377471,34.419812,132.396866,True,1.882
34,34214,安芸高田市,3,八千代町,5,5,town,A_normalize,34.570249,132.580109,34.623494,132.602994,True,6.28
34,34304,海田町,4,畝2丁目,3,3,town,A_normalize,34.380539,132.552421,34.382115,132.553341,True,0.195
34,34304,海田町,5,南幸町,4,4,town,A_normalize,34.364934,132.541896,34.365481,132.540361,True,0.153
34,34368,安芸太田町,6,井仁,1,1,town,A_normalize,34.560892,132.282325,34.556356,132.276559,True,0.73
34,34369,北広島町,7,阿坂,5,5,town,A_normalize,34.632963,132.461534,34.634021,132.461316,True,0.119
34,34369,北広島町,8,大朝,5,5,town,A_normalize,34.775841,132.462439,34.763805,132.47537,True,1.785
34,34462,世羅町,9,西神崎,1,1,town,A_normalize,34.577332,133.038849,34.577739,133.041644,True,0.26
35,35203,山口市,1,小郡黄金町,5,5,town,A_normalize,34.090418,131.398007,34.090869,131.39723,True,0.087
35,35204,萩市,2,大字山田,5,5,town,A_normalize,34.361397,131.435236,34.39541,131.357548,True,8.071
35,35204,萩市,3,大字山田地内,5,5,town,A_normalize,34.361397,131.435236,34.397851,131.355683,True,8.35
35,35216,山陽小野田市,4,山陽町千町,2,2,city,A_city_fallback,34.003089,131.181786,34.055875,131.167043,True,6.025
36,36201,徳島市,1,国府町観音寺字井ノ尻,1,1,town,A_normalize,34.069936,134.472055,34.068041,134.472052,True,0.211
36,36201,徳島市,2,春日1丁目,4,4,town,A_normalize,34.093815,134.535301,34.074058,134.543583,True,2.326
36,36201,徳島市,3,南田宮4丁目,5,5,town,A_normalize,34.084230,134.533508,34.084327,134.533203,True,0.03
36,36201,徳島市,4,北矢三町4丁目,1,1,town,A_normalize,34.087214,134.518233,34.087132,134.518046,True,0.019
36,36203,小松島市,5,日開野町字かがみ松,1,1,town,A_normalize,34.000895,134.587191,34.003178,134.06402,False,48.228
36,36205,吉野川市,6,鴨島町知恵島,1,1,town,A_normalize,34.079423,134.347819,34.082345,134.350836,True,0.428
36,36341,石井町,7,浦庄字上浦,5,5,city,A_city_fallback,34.074698,134.440764,34.073473,134.40802,True,3.019
36,36341,石井町,8,浦庄字諏訪,5,5,city,A_city_fallback,34.074698,134.440764,34.080891,134.402463,True,3.594
36,36341,石井町,9,高原字関,5,5,city,A_city_fallback,34.074698,134.440764,34.083831,134.418272,True,2.307
36,36341,石井町,10,高原字西高原,5,5,city,A_city_fallback,34.074698,134.440764,34.086714,134.422381,True,2.157
36,36341,石井町,11,高原字池北,5,5,city,A_city_fallback,34.074698,134.440764,34.091868,134.422346,True,2.554
36,36341,石井町,12,高川原字桜間,5,5,city,A_city_fallback,34.074698,134.440764,34.068494,134.445213,True,0.802
36,36341,石井町,13,高川原字南島,5,5,city,A_city_fallback,34.074698,134.440764,34.082888,134.462324,True,2.185
36,36341,石井町,14,石井字重松,5,5,city,A_city_fallback,34.074698,134.440764,34.066594,134.406692,True,3.265
36,36341,石井町,15,石井字石井,5,5,city,A_city_fallback,34.074698,134.440764,34.071291,134.430744,True,0.998
36,36341,石井町,16,藍畑字高畑,5,5,city,A_city_fallback,34.074698,134.440764,34.093689,134.44436,True,2.138
36,36341,石井町,17,藍畑字西覚円,5,5,city,A_city_fallback,34.074698,134.440764,34.078755,134.434823,True,0.709
37,37201,高松市,1,屋島中町,1,1,town,A_normalize,34.346704,134.105425,34.342376,134.104536,True,0.488
37,37201,高松市,2,国分寺町福家字西羽間地内,3,3,town,A_normalize,34.279135,133.971945,34.268458,133.967907,True,1.244
37,37201,高松市,3,中新町,2,2,town,A_normalize,34.337062,134.047677,34.336449,134.047711,True,0.068
37,37201,高松市,4,東ハゼ町 ハゼ西公園内,2,2,town,A_normalize,34.320430,134.040951,34.320334,134.037401,True,0.326
37,37202,丸亀市,5,港町地内,3,3,town,A_normalize,34.298285,133.795124,34.298058,133.796974,True,0.172
37,37202,丸亀市,6,飯山町上法軍寺,5,5,town,A_normalize,34.241843,133.863200,34.2446,133.860071,True,0.42
37,37202,丸亀市,7,飯山町上法軍寺,5,5,town,A_normalize,34.241843,133.863200,34.2446,133.860071,True,0.42
37,37206,さぬき市,8,大川町富田西,2,2,town,A_normalize,34.262042,134.225445,34.267539,134.215153,True,1.126
37,37364,直島町,9,地内,5,5,city,A_city_fallback,34.459830,133.995638,34.463332,133.988759,True,0.741
39,39201,高知市,1,薊野東町,1,1,town,A_normalize,33.581964,133.563298,33.579931,133.562925,True,0.229
39,39202,室戸市,2,羽根町中川内,1,1,town,A_normalize,33.410154,134.104197,33.397695,134.092404,True,1.766
39,39428,黒潮町,4,鈴,1,1,town,A_normalize,33.124337,133.148480,33.128697,133.151731,True,0.572
40,40202,大牟田市,1,教楽来,1,1,town,A_normalize,33.013124,130.509724,33.01142,130.513055,True,0.364
40,40202,大牟田市,2,大字櫟野,1,1,town,A_normalize,33.014674,130.495562,33.016477,130.492743,True,0.331
43,43105,熊本市,1,植木町鐙田地内,4,4,town,A_normalize,32.877352,130.690190,32.872522,130.681094,True,1.005
43,43105,熊本市,2,楠本町辺田野,4,4,city,A_city_fallback,32.903561,130.694263,32.868336,130.672871,True,4.397
43,43204,荒尾市,3,高浜,1,1,town,A_normalize,32.945411,130.460642,32.944098,130.456252,True,0.435
43,43206,玉名市,4,天水町部田見,4,4,town,A_normalize,32.878987,130.578704,32.878226,130.573277,True,0.514
43,43210,菊池市,5,班蛇口地内,1,1,town,A_normalize,33.067843,130.868359,33.048179,130.950635,True,7.973
43,43348,美里町,6,中郡,4,4,town,A_normalize,32.640009,130.799351,32.640626,130.797601,True,0.178
43,43348,美里町,7,中小路,1,1,town,A_normalize,32.635225,130.783382,32.633928,130.785282,True,0.229
43,43368,長洲町,8,高浜,4,4,town,A_normalize,32.936231,130.459367,32.936294,130.462236,True,0.268
43,43442,嘉島町,9,大字下六嘉、鯰地内,5,5,town,A_normalize,32.750230,130.768973,32.7529,130.757141,True,1.146
43,43443,益城町,10,寒野地内,4,4,city,A_city_fallback,32.791397,130.816418,32.633491,130.815737,False,17.558
43,43447,山都町,11,麻山地内,1,1,town,A_normalize,32.708193,131.042301,32.705678,131.03874,True,0.435
43,43514,あさぎり町,12,上,1,1,city,A_city_fallback,32.240321,130.897827,32.215575,130.896341,True,2.755
43,43514,あさぎり町,13,深田,1,1,oaza,A_oaza_prefix,32.255856,130.872692,32.237336,130.877583,True,2.11
43,43531,苓北町,14,坂瀬川地内,1,1,town,A_normalize,32.509993,130.104467,32.5259,130.091378,True,2.153
