MUNI_CD,pref,county,city,ward,lon,lat
09411,栃木県,那須郡,那珂川町,,140.172227,36.73622300000001
10201,群馬県,,前橋市,,139.063493,36.389413
10202,群馬県,,高崎市,,139.00335500000003,36.32195
10203,群馬県,,桐生市,,139.330646,36.40521
10204,群馬県,,伊勢崎市,,139.19696,36.311341
10205,群馬県,,太田市,,139.37536,36.291127
10206,群馬県,,沼田市,,139.042792,36.643962
10207,群馬県,,館林市,,139.542057,36.24484100000001
10208,群馬県,,渋川市,,139.000394,36.48948
10209,群馬県,,藤岡市,,139.074564,36.258509
10210,群馬県,,富岡市,,138.889954,36.259852
10211,群馬県,,安中市,,138.887244,36.326298
10212,群馬県,,みどり市,,139.281076,36.394819
10344,群馬県,北群馬郡,榛東村,,138.967118,36.438647
10345,群馬県,北群馬郡,吉岡町,,139.0097,36.447443
10366,群馬県,多野郡,上野村,,138.77733400000002,36.083135
10367,群馬県,多野郡,神流町,,138.916991,36.116013
10382,群馬県,甘楽郡,下仁田町,,138.789083,36.21247
10383,群馬県,甘楽郡,南牧村,,138.711406,36.158553
10384,群馬県,甘楽郡,甘楽町,,138.921752,36.243009
10421,群馬県,吾妻郡,中之条町,,138.841075,36.589843
10424,群馬県,吾妻郡,長野原町,,138.649837,36.544316
10425,群馬県,吾妻郡,嬬恋村,,138.530298,36.516735
10426,群馬県,吾妻郡,草津町,,138.596127,36.620711
10428,群馬県,吾妻郡,高山村,,138.943477,36.62080900000001
10429,群馬県,吾妻郡,東吾妻町,,138.820512,36.571557
10443,群馬県,利根郡,片品村,,139.225241,36.772549
10444,群馬県,利根郡,川場村,,139.106512,36.694683
10448,群馬県,利根郡,昭和村,,139.065881,36.639761
10449,群馬県,利根郡,みなかみ町,,138.999055,36.678650000000005
10464,群馬県,佐波郡,玉村町,,139.114916,36.304435
10521,群馬県,邑楽郡,板倉町,,139.602097,36.22596
10522,群馬県,邑楽郡,明和町,,139.534228,36.211283
10523,群馬県,邑楽郡,千代田町,,139.442437,36.217754
10524,群馬県,邑楽郡,大泉町,,139.404843,36.247862
10525,群馬県,邑楽郡,邑楽町,,139.4623,36.252392
11101,埼玉県,,さいたま市,西区,139.579633,35.925166
11102,埼玉県,,さいたま市,北区,139.620287,35.93139
11103,埼玉県,,さいたま市,大宮区,139.63055,35.901874
11104,埼玉県,,さいたま市,見沼区,139.654427,35.935216
11105,埼玉県,,さいたま市,中央区,139.626177,35.883965
11106,埼玉県,,さいたま市,桜区,139.609766,35.85587600000001
11107,埼玉県,,さいたま市,浦和区,139.645408,35.86197
11108,埼玉県,,さいたま市,南区,139.646521,35.84484133
11109,埼玉県,,さいたま市,緑区,139.684017,35.871095
11110,埼玉県,,さいたま市,岩槻区,139.694182,35.949882
11201,埼玉県,,川越市,,139.48584,35.925112
11202,埼玉県,,熊谷市,,139.388664,36.14736200000001
11203,埼玉県,,川口市,,139.724171,35.807741
11206,埼玉県,,行田市,,139.455646,36.138951
11207,埼玉県,,秩父市,,139.085475,35.991681
11208,埼玉県,,所沢市,,139.468613,35.799672
11209,埼玉県,,飯能市,,139.327791,35.85576
11210,埼玉県,,加須市,,139.601775,36.131438
11211,埼玉県,,本庄市,,139.190629,36.243329
11212,埼玉県,,東松山市,,139.39995,36.042162
11214,埼玉県,,春日部市,,139.752409,35.975305
11215,埼玉県,,狭山市,,139.412227,35.852907
11216,埼玉県,,羽生市,,139.548592,36.172667000000004
11217,埼玉県,,鴻巣市,,139.522172,36.065758
11218,埼玉県,,深谷市,,139.28147,36.197466
11219,埼玉県,,上尾市,,139.593203,35.977408
11221,埼玉県,,草加市,,139.805327,35.825371
11222,埼玉県,,越谷市,,139.790943,35.891087
11223,埼玉県,,蕨市,,139.679758,35.825576
11224,埼玉県,,戸田市,,139.677931,35.817635
11225,埼玉県,,入間市,,139.391058,35.835769
11227,埼玉県,,朝霞市,,139.593919,35.797255
11228,埼玉県,,志木市,,139.58023,35.836614
11229,埼玉県,,和光市,,139.605693,35.781104
11230,埼玉県,,新座市,,139.56533,35.793497
11231,埼玉県,,桶川市,,139.558177,36.002966
11232,埼玉県,,久喜市,,139.666838,36.062059000000005
11233,埼玉県,,北本市,,139.53024,36.027026
11234,埼玉県,,八潮市,,139.839175,35.822539
11235,埼玉県,,富士見市,,139.549074,35.856759
11237,埼玉県,,三郷市,,139.872247,35.830132
11238,埼玉県,,蓮田市,,139.6622,35.994504
11239,埼玉県,,坂戸市,,139.402983,35.957262
11240,埼玉県,,幸手市,,139.725805,36.078089000000006
11241,埼玉県,,鶴ヶ島市,,139.393126,35.934523
11242,埼玉県,,日高市,,139.33914,35.907748
11243,埼玉県,,吉川市,,139.855673,35.895921
11245,埼玉県,,ふじみ野市,,139.51982000000004,35.879396
11246,埼玉県,,白岡市,,139.676861,36.01907
11301,埼玉県,北足立郡,伊奈町,,139.623877,35.999865
11324,埼玉県,入間郡,三芳町,,139.526514,35.828347
11326,埼玉県,入間郡,毛呂山町,,139.315954,35.941596
11327,埼玉県,入間郡,越生町,,139.294202,35.964478
11341,埼玉県,比企郡,滑川町,,139.360919,36.06599
11342,埼玉県,比企郡,嵐山町,,139.320514,36.056568
11343,埼玉県,比企郡,小川町,,139.261789,36.056657
11346,埼玉県,比企郡,川島町,,139.484326,35.992474
11347,埼玉県,比企郡,吉見町,,139.45373,36.039853
11348,埼玉県,比企郡,鳩山町,,139.334106,35.981468
11349,埼玉県,比企郡,ときがわ町,,139.296763,36.00857
11361,埼玉県,秩父郡,横瀬町,,139.100049,35.987286
11362,埼玉県,秩父郡,皆野町,,139.098754,36.070845
11363,埼玉県,秩父郡,長瀞町,,139.10972,36.114787
11365,埼玉県,秩父郡,小鹿野町,,139.00860400000002,36.017138
11369,埼玉県,秩父郡,東秩父村,,139.194573,36.058148
11381,埼玉県,児玉郡,美里町,,139.18141,36.177104
11383,埼玉県,児玉郡,神川町,,139.10157800000002,36.213901
11385,埼玉県,児玉郡,上里町,,139.14487,36.251615
11408,埼玉県,大里郡,寄居町,,139.193014,36.118348
11442,埼玉県,南埼玉郡,宮代町,,139.723069,36.022593
11464,埼玉県,北葛飾郡,杉戸町,,139.736829,36.025618
11465,埼玉県,北葛飾郡,松伏町,,139.815139,35.925751
12101,千葉県,,千葉市,中央区,140.122853,35.60741300000001
12102,千葉県,,千葉市,花見川区,140.069061,35.662876
12103,千葉県,,千葉市,稲毛区,140.107106,35.636202
12104,千葉県,,千葉市,若葉区,140.155653,35.634016
12105,千葉県,,千葉市,緑区,140.176153,35.560501
12106,千葉県,,千葉市,美浜区,140.06304,35.640552
12202,千葉県,,銚子市,,140.826791,35.734667
12203,千葉県,,市川市,,139.931013,35.721914
12204,千葉県,,船橋市,,139.982621,35.694711
12205,千葉県,,館山市,,139.870085,34.996608
12206,千葉県,,木更津市,,139.924973,35.381168
12207,千葉県,,松戸市,,139.903226,35.787652
12208,千葉県,,野田市,,139.874828,35.955106
12210,千葉県,,茂原市,,140.28805,35.42854
12211,千葉県,,成田市,,140.318781,35.776605
12212,千葉県,,佐倉市,,140.223972,35.723441
12213,千葉県,,東金市,,140.366115,35.559932
12215,千葉県,,旭市,,140.648158,35.71602500000001
12216,千葉県,,習志野市,,140.027227,35.68161
12217,千葉県,,柏市,,139.976199,35.868295
12218,千葉県,,勝浦市,,140.320868,35.152211
12219,千葉県,,市原市,,140.115594,35.497897
12220,千葉県,,流山市,,139.902586,35.856287
12221,千葉県,,八千代市,,140.099915,35.722381
12222,千葉県,,我孫子市,,140.028225,35.864162
12223,千葉県,,鴨川市,,140.098805,35.114017
12224,千葉県,,鎌ケ谷市,,140.000736,35.776765
12225,千葉県,,君津市,,139.902561,35.330424
12226,千葉県,,富津市,,139.857113,35.30414
12227,千葉県,,浦安市,,139.902187,35.653988000000005
12228,千葉県,,四街道市,,140.167957,35.66971300000001
12229,千葉県,,袖ケ浦市,,139.954353,35.429945
12230,千葉県,,八街市,,140.317913,35.665859000000005
12231,千葉県,,印西市,,140.145765,35.832332
12232,千葉県,,白井市,,140.056372,35.791503
12233,千葉県,,富里市,,140.343071,35.72681
12234,千葉県,,南房総市,,139.839997,35.043147
12235,千葉県,,匝瑳市,,140.564356,35.707914
12236,千葉県,,香取市,,140.499248,35.89773
12237,千葉県,,山武市,,140.413531,35.602992
12238,千葉県,,いすみ市,,140.385117,35.253887
12239,千葉県,,大網白里市,,140.320963,35.521708
12322,千葉県,印旛郡,酒々井町,,140.269483,35.724751
12329,千葉県,印旛郡,栄町,,140.243945,35.840866
12342,千葉県,香取郡,神崎町,,140.405326,35.901611
12347,千葉県,香取郡,多古町,,140.467727,35.735592
12349,千葉県,香取郡,東庄町,,140.668786,35.83715
12403,千葉県,山武郡,九十九里町,,140.44025,35.535065
12409,千葉県,山武郡,芝山町,,140.414255,35.693064
12410,千葉県,山武郡,横芝光町,,140.504396,35.665609
12421,千葉県,長生郡,一宮町,,140.368734,35.372812
12422,千葉県,長生郡,睦沢町,,140.319275,35.361091
12423,千葉県,長生郡,長生村,,140.354058,35.412179
12424,千葉県,長生郡,白子町,,140.374253,35.45434
12426,千葉県,長生郡,長柄町,,140.227073,35.431152
12427,千葉県,長生郡,長南町,,140.237039,35.386423
12441,千葉県,夷隅郡,大多喜町,,140.245419,35.284822000000005
12443,千葉県,夷隅郡,御宿町,,140.348785,35.191484
12463,千葉県,安房郡,鋸南町,,139.835645,35.111131
13101,東京都,,千代田区,,139.753634,35.694003
13102,東京都,,中央区,,139.772003,35.670587
13103,東京都,,港区,,139.751599,35.658071
13104,東京都,,新宿区,,139.703463,35.69389
13105,東京都,,文京区,,139.752473,35.707976
13106,東京都,,台東区,,139.779984,35.712607
13107,東京都,,墨田区,,139.801497,35.710724
13108,東京都,,江東区,,139.817365,35.672859
13109,東京都,,品川区,,139.73025,35.609066
13110,東京都,,目黒区,,139.698118,35.64141
13111,東京都,,大田区,,139.715987,35.56126
13112,東京都,,世田谷区,,139.653208,35.646481
13113,東京都,,渋谷区,,139.697948,35.663982
13114,東京都,,中野区,,139.663738,35.707268
13115,東京都,,杉並区,,139.636414,35.699546
13116,東京都,,豊島区,,139.716702,35.726321
13117,東京都,,北区,,139.733657,35.752805
13118,東京都,,荒川区,,139.783372,35.736083
13119,東京都,,板橋区,,139.709246,35.751245
13120,東京都,,練馬区,,139.651725,35.7356
13121,東京都,,足立区,,139.804584,35.774945
13122,東京都,,葛飾区,,139.847213,35.74343
13123,東京都,,江戸川区,,139.868312,35.706648
13201,東京都,,八王子市,,139.316075,35.66657
13202,東京都,,立川市,,139.407846,35.713981
13203,東京都,,武蔵野市,,139.565938,35.717837
13204,東京都,,三鷹市,,139.559883,35.683308
13205,東京都,,青梅市,,139.274994,35.788171
13206,東京都,,府中市,,139.47766300000004,35.668921
13207,東京都,,昭島市,,139.353773,35.705705
13208,東京都,,調布市,,139.540683,35.650628
13209,東京都,,町田市,,139.438527,35.546559
13210,東京都,,小金井市,,139.502989,35.699479000000004
13211,東京都,,小平市,,139.477474,35.728496
13212,東京都,,日野市,,139.394981,35.671347
13213,東京都,,東村山市,,139.468484,35.754624
13214,東京都,,国分寺市,,139.462252,35.710943
13215,東京都,,国立市,,139.441366,35.683912
13218,東京都,,福生市,,139.326744,35.738601
13219,東京都,,狛江市,,139.578696,35.634814
13220,東京都,,東大和市,,139.426591,35.745328
13221,東京都,,清瀬市,,139.526422,35.785761
13222,東京都,,東久留米市,,139.529673,35.757992
13223,東京都,,武蔵村山市,,139.387421,35.754906
13224,東京都,,多摩市,,139.446366,35.636959
13225,東京都,,稲城市,,139.504603,35.637938
13227,東京都,,羽村市,,139.311042,35.767168
13228,東京都,,あきる野市,,139.294046,35.728959
13229,東京都,,西東京市,,139.538159,35.725499
13303,東京都,西多摩郡,瑞穂町,,139.354054,35.771989
13305,東京都,西多摩郡,日の出町,,139.257405,35.742115
13307,東京都,西多摩郡,檜原村,,139.148852,35.72684
13308,東京都,西多摩郡,奥多摩町,,139.096214,35.80952
13361,東京都,,大島町,,139.355619,34.750058
13362,東京都,,利島村,,139.282584,34.529354
13363,東京都,,新島村,,139.256556,34.377138
13364,東京都,,神津島村,,139.134426,34.205371
13381,東京都,,三宅村,,139.47974700000003,34.075779
13382,東京都,,御蔵島村,,139.596009,33.897156
13401,東京都,,八丈町,,139.789079,33.112797
13402,東京都,,青ヶ島村,,139.763337,32.466537
13421,東京都,,小笠原村,,142.191904,27.09438
14101,神奈川県,,横浜市,鶴見区,139.682384,35.508398
14102,神奈川県,,横浜市,神奈川区,139.629293,35.477051
14103,神奈川県,,横浜市,西区,139.616877,35.453609
14104,神奈川県,,横浜市,中区,139.642203,35.444688000000006
14105,神奈川県,,横浜市,南区,139.627342,35.434506
14106,神奈川県,,横浜市,保土ケ谷区,139.596029,35.459854
14107,神奈川県,,横浜市,磯子区,139.618458,35.402489
14108,神奈川県,,横浜市,金沢区,139.624497,35.337199
14109,神奈川県,,横浜市,港北区,139.633197,35.519016
14110,神奈川県,,横浜市,戸塚区,139.533467,35.400223
14111,神奈川県,,横浜市,港南区,139.592237,35.400765
14112,神奈川県,,横浜市,旭区,139.5448,35.474761
14113,神奈川県,,横浜市,緑区,139.538011,35.512407
14114,神奈川県,,横浜市,瀬谷区,139.499188,35.466397
14115,神奈川県,,横浜市,栄区,139.554106,35.36439
14116,神奈川県,,横浜市,泉区,139.488693,35.417899
14117,神奈川県,,横浜市,青葉区,139.537092,35.552831
14118,神奈川県,,横浜市,都筑区,139.57103000000004,35.544937
14131,神奈川県,,川崎市,川崎区,139.703707,35.529653
14132,神奈川県,,川崎市,幸区,139.687346,35.543882
14133,神奈川県,,川崎市,中原区,139.655756,35.576258
14134,神奈川県,,川崎市,高津区,139.608032,35.599443
14135,神奈川県,,川崎市,多摩区,139.562113,35.619609
14136,神奈川県,,川崎市,宮前区,139.57858000000002,35.58921600000001
14137,神奈川県,,川崎市,麻生区,139.505686,35.603769
14151,神奈川県,,相模原市,緑区,139.33759,35.595639
14152,神奈川県,,相模原市,中央区,139.373268,35.571376
14153,神奈川県,,相模原市,南区,139.430092,35.530342000000005
14201,神奈川県,,横須賀市,,139.672284,35.281276
14203,神奈川県,,平塚市,,139.349412,35.335502
14204,神奈川県,,鎌倉市,,139.54669,35.319228
14205,神奈川県,,藤沢市,,139.491116,35.33894
14206,神奈川県,,小田原市,,139.152355,35.264694
14207,神奈川県,,茅ヶ崎市,,139.404702,35.333879
14208,神奈川県,,逗子市,,139.580414,35.295592
14210,神奈川県,,三浦市,,139.620765,35.144176
14211,神奈川県,,秦野市,,139.219946,35.3748
14212,神奈川県,,厚木市,,139.362442,35.443049
14213,神奈川県,,大和市,,139.45795,35.487515
14214,神奈川県,,伊勢原市,,139.314906,35.402985
14215,神奈川県,,海老名市,,139.390803,35.446449
14216,神奈川県,,座間市,,139.407637,35.48864
14217,神奈川県,,南足柄市,,139.099729,35.320633
14218,神奈川県,,綾瀬市,,139.426348,35.437161
14301,神奈川県,三浦郡,葉山町,,139.586275,35.272025
14321,神奈川県,高座郡,寒川町,,139.384188,35.372963
14341,神奈川県,中郡,大磯町,,139.311348,35.30694
14342,神奈川県,中郡,二宮町,,139.255525,35.299494
14361,神奈川県,足柄上郡,中井町,,139.218766,35.330751
14362,神奈川県,足柄上郡,大井町,,139.15664900000002,35.326619
14363,神奈川県,足柄上郡,松田町,,139.139337,35.348199
14364,神奈川県,足柄上郡,山北町,,139.083806,35.360631
14366,神奈川県,足柄上郡,開成町,,139.123183,35.33643
14382,神奈川県,足柄下郡,箱根町,,139.106886,35.232301
14383,神奈川県,足柄下郡,真鶴町,,139.137233,35.15839900000001
14384,神奈川県,足柄下郡,湯河原町,,139.108336,35.147931
14401,神奈川県,愛甲郡,愛川町,,139.32172,35.528746
14402,神奈川県,愛甲郡,清川村,,139.276374,35.48233
15101,新潟県,,新潟市,北区,139.221631,37.913559
15102,新潟県,,新潟市,東区,139.092606,37.924894
15103,新潟県,,新潟市,中央区,139.043232,37.922488
15104,新潟県,,新潟市,江南区,139.094013,37.86766
15105,新潟県,,新潟市,秋葉区,139.114618,37.788362
15106,新潟県,,新潟市,南区,139.019184,37.765817
15107,新潟県,,新潟市,西区,138.971648,37.874081
15108,新潟県,,新潟市,西蒲区,138.889253,37.760333
15202,新潟県,,長岡市,,138.851224,37.446587
15204,新潟県,,三条市,,138.9617,37.636768
15205,新潟県,,柏崎市,,138.557988,37.364952
15206,新潟県,,新発田市,,139.327138,37.947958
15208,新潟県,,小千谷市,,138.795097,37.31435
15209,新潟県,,加茂市,,139.04022,37.666335
15210,新潟県,,十日町市,,138.75571,37.127588
15211,新潟県,,見附市,,138.912724,37.531496
15212,新潟県,,村上市,,139.48004,38.22399
15213,新潟県,,燕市,,138.882249,37.673149
15216,新潟県,,糸魚川市,,137.862658,37.039025
15217,新潟県,,妙高市,,138.253485,37.025265
15218,新潟県,,五泉市,,139.182568,37.744483
15222,新潟県,,上越市,,138.236039,37.147873
15223,新潟県,,阿賀野市,,139.22600200000002,37.834509
15224,新潟県,,佐渡市,,138.368138,38.018302
15225,新潟県,,魚沼市,,138.963763,37.236415
15226,新潟県,,南魚沼市,,138.876081,37.065522
15227,新潟県,,胎内市,,139.41035,38.059708
15307,新潟県,北蒲原郡,聖籠町,,139.274374,37.974526
15342,新潟県,西蒲原郡,弥彦村,,138.855252,37.691007
15361,新潟県,南蒲原郡,田上町,,139.057993,37.698857
15385,新潟県,東蒲原郡,阿賀町,,139.458781,37.675487
15405,新潟県,三島郡,出雲崎町,,138.70936100000003,37.530715
15461,新潟県,南魚沼郡,湯沢町,,138.817424,36.934007
15482,新潟県,中魚沼郡,津南町,,138.652547,37.014313
15504,新潟県,刈羽郡,刈羽村,,138.622442,37.422361
15581,新潟県,岩船郡,関川村,,139.564957,38.08941200000001
15586,新潟県,岩船郡,粟島浦村,,139.25436,38.468213
16201,富山県,,富山市,,137.213449,36.695982
16202,富山県,,高岡市,,137.025717,36.754099
16204,富山県,,魚津市,,137.40919,36.827367
16205,富山県,,氷見市,,136.972868,36.855978
16206,富山県,,滑川市,,137.34118,36.764394
16207,富山県,,黒部市,,137.447897,36.871437
16208,富山県,,砺波市,,136.962167,36.647467
16209,富山県,,小矢部市,,136.868653,36.675531
16210,富山県,,南砺市,,136.875395,36.557451
16211,富山県,,射水市,,137.075391,36.73046200000001
16321,富山県,中新川郡,舟橋村,,137.307372,36.703525
16322,富山県,中新川郡,上市町,,137.362586,36.698429
16323,富山県,中新川郡,立山町,,137.313658,36.663346
16342,富山県,下新川郡,入善町,,137.50212800000003,36.933578
16343,富山県,下新川郡,朝日町,,137.559868,36.946179
17201,石川県,,金沢市,,136.656633,36.561051
17202,石川県,,七尾市,,136.967296,37.043108
17203,石川県,,小松市,,136.445588,36.408357
17204,石川県,,輪島市,,136.899185,37.390557
17205,石川県,,珠洲市,,137.260406,37.436369
17206,石川県,,加賀市,,136.314685,36.302669
17207,石川県,,羽咋市,,136.778999,36.893599
17209,石川県,,かほく市,,136.706668,36.719973
17210,石川県,,白山市,,136.565833,36.514427
17211,石川県,,能美市,,136.55402800000002,36.446888
17212,石川県,,野々市市,,136.60968500000004,36.519466
17324,石川県,能美郡,川北町,,136.542276,36.468632
17361,石川県,河北郡,津幡町,,136.728683,36.669093
17365,石川県,河北郡,内灘町,,136.645125,36.65353
17384,石川県,羽咋郡,志賀町,,136.77801000000002,37.006187
17386,石川県,羽咋郡,宝達志水町,,136.797557,36.862759
17407,石川県,鹿島郡,中能登町,,136.901476,36.98889
17461,石川県,鳳珠郡,穴水町,,136.912479,37.230874
17463,石川県,鳳珠郡,能登町,,137.14779,37.310401
18201,福井県,,福井市,,136.219452,36.06412
18202,福井県,,敦賀市,,136.055544,35.645222
18204,福井県,,小浜市,,135.746647,35.49559300000001
18205,福井県,,大野市,,136.487692,35.98056400000001
18206,福井県,,勝山市,,136.500542,36.060917
18207,福井県,,鯖江市,,136.184238,35.956565000000005
18208,福井県,,あわら市,,136.229012,36.211361
18209,福井県,,越前市,,136.168672,35.903471
18210,福井県,,坂井市,,136.231287,36.16690200000001
18322,福井県,吉田郡,永平寺町,,136.298724,36.092248
18382,福井県,今立郡,池田町,,136.344079,35.890383
18404,福井県,南条郡,南越前町,,136.194435,35.83515
18423,福井県,丹生郡,越前町,,136.129765,35.974264
18442,福井県,三方郡,美浜町,,135.940619,35.6006
18481,福井県,大飯郡,高浜町,,135.546157,35.487821
18483,福井県,大飯郡,おおい町,,135.617885,35.481128
18501,福井県,三方上中郡,若狭町,,135.908384,35.548882000000006
19201,山梨県,,甲府市,,138.5683386,35.66203333
19202,山梨県,,富士吉田市,,138.807857,35.487499
19204,山梨県,,都留市,,138.90547,35.551565
19205,山梨県,,山梨市,,138.686955,35.69342902
19206,山梨県,,大月市,,138.940041,35.610474
19207,山梨県,,韮崎市,,138.446192,35.708804
19208,山梨県,,南アルプス市,,138.465005,35.608361
19209,山梨県,,北杜市,,138.423537,35.776501
19210,山梨県,,甲斐市,,138.515796,35.660829
19211,山梨県,,笛吹市,,138.63973,35.647296
19212,山梨県,,上野原市,,139.108751,35.630301
19213,山梨県,,甲州市,,138.729456,35.704308
19214,山梨県,,中央市,,138.517269,35.599643
19346,山梨県,西八代郡,市川三郷町,,138.502406,35.56512
19364,山梨県,南巨摩郡,早川町,,138.363192,35.412658
19365,山梨県,南巨摩郡,身延町,,138.442488,35.467569
19366,山梨県,南巨摩郡,南部町,,138.486054,35.2423
19368,山梨県,南巨摩郡,富士川町,,138.461305,35.561163
19384,山梨県,中巨摩郡,昭和町,,138.535148,35.627928
19422,山梨県,南都留郡,道志村,,139.033429,35.528025
19423,山梨県,南都留郡,西桂町,,138.84688,35.524082
19424,山梨県,南都留郡,忍野村,,138.847853,35.460062
19425,山梨県,南都留郡,山中湖村,,138.861078,35.410644
19429,山梨県,南都留郡,鳴沢村,,138.706609,35.481318
19430,山梨県,南都留郡,富士河口湖町,,138.754926,35.497297
19442,山梨県,北都留郡,小菅村,,138.94028300000002,35.760274
19443,山梨県,北都留郡,丹波山村,,138.917769,35.79174
20201,長野県,,長野市,,138.1942866,36.648631
20202,長野県,,松本市,,137.971992,36.238096
20203,長野県,,上田市,,138.249069,36.401942
20204,長野県,,岡谷市,,138.049557,36.067003
20205,長野県,,飯田市,,137.821824,35.514703
20206,長野県,,諏訪市,,138.113984,36.039175
20207,長野県,,須坂市,,138.307275,36.651117
20208,長野県,,小諸市,,138.426021,36.326874
20209,長野県,,伊那市,,137.954083,35.827478
20210,長野県,,駒ヶ根市,,137.933993,35.728861
20211,長野県,,中野市,,138.36947,36.742027
20212,長野県,,大町市,,137.851169,36.502976
20213,長野県,,飯山市,,138.365498,36.851745
20214,長野県,,茅野市,,138.158896,35.995571
20215,長野県,,塩尻市,,137.95338,36.11502
20217,長野県,,佐久市,,138.476831,36.248788
20218,長野県,,千曲市,,138.11468300000004,36.530877
20219,長野県,,東御市,,138.330295,36.35955
20220,長野県,,安曇野市,,137.90576,36.303942
20303,長野県,南佐久郡,小海町,,138.483515,36.095241
20304,長野県,南佐久郡,川上村,,138.578605,35.975487
20305,長野県,南佐久郡,南牧村,,138.492185,36.020907
20306,長野県,南佐久郡,南相木村,,138.54689,36.036072
20307,長野県,南佐久郡,北相木村,,138.551203,36.059195
20309,長野県,南佐久郡,佐久穂町,,138.483425,36.16098
20321,長野県,北佐久郡,軽井沢町,,138.596966,36.34831
20323,長野県,北佐久郡,御代田町,,138.506479,36.322754
20324,長野県,北佐久郡,立科町,,138.315991,36.272089
20349,長野県,小県郡,青木村,,138.128698,36.369998
20350,長野県,小県郡,長和町,,138.257967,36.26992
20361,長野県,諏訪郡,下諏訪町,,138.08006800000004,36.069577
20362,長野県,諏訪郡,富士見町,,138.24074,35.914652
20363,長野県,諏訪郡,原村,,138.217471,35.964354
20382,長野県,上伊那郡,辰野町,,137.987428,35.982413
20383,長野県,上伊那郡,箕輪町,,137.98199200000002,35.91502
20384,長野県,上伊那郡,飯島町,,137.919523,35.676622
20385,長野県,上伊那郡,南箕輪村,,137.975084,35.872853
20386,長野県,上伊那郡,中川村,,137.945961,35.634617
20388,長野県,上伊那郡,宮田村,,137.944209,35.768882
20402,長野県,下伊那郡,松川町,,137.909667,35.59723100000001
20403,長野県,下伊那郡,高森町,,137.878519,35.551542
20404,長野県,下伊那郡,阿南町,,137.81609,35.32362
20407,長野県,下伊那郡,阿智村,,137.747444,35.443791
20409,長野県,下伊那郡,平谷村,,137.630083,35.323279
20410,長野県,下伊那郡,根羽村,,137.58176,35.255419
20411,長野県,下伊那郡,下條村,,137.785926,35.39733
20412,長野県,下伊那郡,売木村,,137.711191,35.271068
20413,長野県,下伊那郡,天龍村,,137.854244,35.276307
20414,長野県,下伊那郡,泰阜村,,137.846157,35.377434
20415,長野県,下伊那郡,喬木村,,137.873751,35.513823
20416,長野県,下伊那郡,豊丘村,,137.895791,35.551497
20417,長野県,下伊那郡,大鹿村,,138.034044,35.578234
20422,長野県,木曽郡,上松町,,137.693244,35.782192
20423,長野県,木曽郡,南木曽町,,137.608936,35.603787
20425,長野県,木曽郡,木祖村,,137.783163,35.936307
20429,長野県,木曽郡,王滝村,,137.551076,35.809343
20430,長野県,木曽郡,大桑村,,137.6714,35.6892
20432,長野県,木曽郡,木曽町,,137.691534,35.842455
20446,長野県,東筑摩郡,麻績村,,138.045267,36.456086
20448,長野県,東筑摩郡,生坂村,,137.927484,36.425234
20450,長野県,東筑摩郡,山形村,,137.87897,36.168104
20451,長野県,東筑摩郡,朝日村,,137.867147,36.129275
20452,長野県,東筑摩郡,筑北村,,138.011643,36.402706
20481,長野県,北安曇郡,池田町,,137.874499,36.421368
20482,長野県,北安曇郡,松川村,,137.854556,36.424045
20485,長野県,北安曇郡,白馬村,,137.861969,36.69807
20486,長野県,北安曇郡,小谷村,,137.908305,36.779206
20521,長野県,埴科郡,坂城町,,138.180106,36.461839
20541,長野県,上高井郡,小布施町,,138.312146,36.697478
20543,長野県,上高井郡,高山村,,138.363261,36.67977
20561,長野県,下高井郡,山ノ内町,,138.412621,36.744606
20562,長野県,下高井郡,木島平村,,138.407012,36.857841
20563,長野県,下高井郡,野沢温泉村,,138.440456,36.922728
20583,長野県,上水内郡,信濃町,,138.206991,36.806379
20588,長野県,上水内郡,小川村,,137.974801,36.617135
20590,長野県,上水内郡,飯綱町,,138.23553,36.754661
20602,長野県,下水内郡,栄村,,138.577359,36.987481
21201,岐阜県,,岐阜市,,136.759974,35.426201
21202,岐阜県,,大垣市,,136.612753,35.359365
21203,岐阜県,,高山市,,137.252206,36.146093
21204,岐阜県,,多治見市,,137.132078,35.332773
21205,岐阜県,,関市,,136.917895,35.495777
21206,岐阜県,,中津川市,,137.500616,35.487493
21207,岐阜県,,美濃市,,136.90757,35.544713
21208,岐阜県,,瑞浪市,,137.254639,35.36174
21209,岐阜県,,羽島市,,136.703349,35.31991
21210,岐阜県,,恵那市,,137.412817,35.44932
21211,岐阜県,,美濃加茂市,,137.015664,35.440242
21212,岐阜県,,土岐市,,137.183205,35.352497
21213,岐阜県,,各務原市,,136.848393,35.398912
21214,岐阜県,,可児市,,137.061075,35.426132
21215,岐阜県,,山県市,,136.781401,35.506111
21216,岐阜県,,瑞穂市,,136.690784,35.391826
21217,岐阜県,,飛騨市,,137.186246,36.238144
21218,岐阜県,,本巣市,,136.678771,35.483052
21219,岐阜県,,郡上市,,136.964368,35.748569
21220,岐阜県,,下呂市,,137.244061,35.805879
21221,岐阜県,,海津市,,136.636612,35.22047
21302,岐阜県,羽島郡,岐南町,,136.78262,35.389594
21303,岐阜県,羽島郡,笠松町,,136.76319200000003,35.367222
21341,岐阜県,養老郡,養老町,,136.561359,35.308411
21361,岐阜県,不破郡,垂井町,,136.537963,35.366223
